SN,Region,Site ID,Site Class,Snag Category,Sub Category,Remarks,Snag Opened By,Snag Severity,Visit Date,Closing Date,Status,SnagFlag,Open Month,Closed Month
130679,NE,SHJ2208,Class C,EXTERNAL ALARMS,NOT WORKING,2G IS BLOCKED ALARM NOT REPORTING NEED TO MIGARATE TO 3G OR 4G,Sachin George Varghese,MINOR,12/08/2026,,Open,KEEP_OPEN,August-26,
77171,NE,SHJ2208,Class C,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,FE STICKER REPLACE,Hansaka Chathuranga At,MINOR,25/11/2025,25/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
130671,NE,SHJ2208,Class C,OTHERS,GARBAGE,SITE COMPOUND FULL OF DRY LEAFS CLEANED AS MUCH AS POSSIBLE ,Sachin George Varghese,MINOR,12/08/2026,12/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
130676,NE,SHJ2208,Class C,OTHERS,PLANTATION,OUTSIDE TREE BRANCHES HANGING IN TO SITE COMPOUND NEED TO CUT,Sachin George Varghese,MINOR,12/08/2026,,Open,KEEP_OPEN,August-26,
130672,NE,SHJ2208,Class C,SHELTER,SITE ID DAMAGED,DU STICKER REPLACED,Sachin George Varghese,MINOR,12/08/2026,12/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
128702,NE,SHJ2209,Class C,CIVIL,MAIN GATE FOUNDATION AND STOPPER NEED REPAIRING,MAIN SHELTER DOOR NOT PROPERLY CLOSED DUE TO DOOR BODY EXPAND CONDITION NEED TO CHECK AND REPAIR URGENTLY,Nouman Ahmed,MAJOR,05/08/2026,,Open,KEEP_OPEN,August-26,
25072,NE,SHJ2209,Class C,SHELTER,SITE ID DAMAGED,DU STICKER REPLACED,Sachin George Varghese,MINOR,26/04/2025,26/04/2025,Closed,CLOSED_UNIQUE,April-25,April-25
111921,NE,SHJ2210,Class C,BATTERY,TEMPERATURE SENSOR,BATTERY TEMPERATURE SENSOR INSTALL AND CONFIG,Hansaka Chathuranga,MAJOR,08/06/2026,08/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
14709,NE,SHJ2210,Class C,DC SYSTEM,AIR FILTER DAMAGED,Vertiv PS air filter damage,Jay Puzon Tadina,MINOR,13/02/2025,13/02/2025,Closed,CLOSED_UNIQUE,February-25,February-25
111923,NE,SHJ2210,Class C,DC SYSTEM,DC SYSTEM - OTHERS,DC SYSTEM PARAMETERS SET,Hansaka Chathuranga,MINOR,08/06/2026,08/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
111924,NE,SHJ2210,Class C,DC SYSTEM,DC SYSTEM - OTHERS,VERTIV DC SYSTEM BATTERY FAULTY BATTERIES SWAP AND COMPLETE STRING 1 AND 2 WITH GOOD BATTERIES,Hansaka Chathuranga,MINOR,08/06/2026,08/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
14708,NE,SHJ2210,Class C,DC SYSTEM,DC SYSTEM DOOR SENSOR FAULTY,Vertiv door open sensor faulty,Jay Puzon Tadina,MINOR,13/02/2025,15/02/2025,Closed,CLOSED_UNIQUE,February-25,February-25
111927,NE,SHJ2210,Class C,EXTERNAL ALARMS,LOOPED ALARMS,"VERTIV ALARM FOUND LOOPED, IB BOARD RELAY NUMBER 5 FAULTY/LATCHED , ALARM CABLES NOT PATCHED PROPERLY, WRONG ALARM RECEIVING TO BBU, NEED TO RECTIFY",Hansaka Chathuranga,MINOR,08/06/2026,,Open,KEEP_OPEN,June-26,
111922,NE,SHJ2210,Class C,OTHERS,OTHERS,ALL CABINET CABLE ACCESS HOLES CLOSE AND SEAL,Hansaka Chathuranga,MINOR,08/06/2026,08/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
111926,NE,SHJ2210,Class C,OTHERS,PEST CONTROL,"FIBER CABLE, LAN CABLES, BITTEN AND DAMAGED  BY RAT , NEED PEST CONTROL TREATMENT",Hansaka Chathuranga,MINOR,08/06/2026,,Open,KEEP_OPEN,June-26,
14707,NE,SHJ2210,Class C,SHELTER,SITE ID DAMAGED,Site ID damage,Jay Puzon Tadina,MINOR,13/02/2025,13/02/2025,Closed,CLOSED_UNIQUE,February-25,February-25
122780,NE,SHJ2211,Class C,SHELTER,EXTERNAL LIGHTING BULB FAULTY,SHED LIGHT NOT INSTALLED ON SITE ,Nouman Ahmed,MINOR,15/07/2026,05/08/2026,Closed,CLOSED_UNIQUE,July-26,August-26
56822,NE,SHJ2211,Class C,TI,TI - OTHERS,SAR-X AIR FILTER REPLACE,Hansaka Chathuranga At,MINOR,10/09/2025,10/09/2025,Closed,CLOSED_UNIQUE,September-25,September-25
30459,NE,SHJ2212,Class C,BATTERY,TEMPERATURE SENSOR,Vertiv PS battery temp.sensor not connected,Jay Puzon Tadina,MINOR,28/05/2025,28/11/2025,Closed,CLOSED_UNIQUE,May-25,November-25
30456,NE,SHJ2212,Class C,TI,TI - OTHERS,Weatherproofing damage,Jay Puzon Tadina,MINOR,28/05/2025,28/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
132194,NE,SHJ2213,Class C,BATTERY,TEMPERATURE SENSOR,TEMP SENSOR FIXED AND CONFIGURED,Mohandass Paulraj,MAJOR,17/08/2026,17/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
132196,NE,SHJ2213,Class C,CIVIL,SHELTER BASE NEEDS REPAIRING,"BTS, PS BASE MORE DAMAGED NEED REPAIR AND REPAINDING",Mohandass Paulraj,MINOR,17/08/2026,,Open,KEEP_OPEN,August-26,
132193,NE,SHJ2213,Class C,MDB,MDB - OTHERS,HAZARD STICKER 2 PASTE,Mohandass Paulraj,MINOR,17/08/2026,17/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
50622,NE,SHJ2214,Class C,CIVIL,SHELTER BASE NEEDS REPAIRING,Shed base support need repair & epoxy repainting,Jay Puzon Tadina,MINOR,18/08/2025,21/04/2026,Closed,CLOSED_UNIQUE,August-25,April-26
101616,NE,SHJ2214,Class C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,TOWER FOUNDATION PAINT DAMAGED CONDITION NEED TO BE REPAINT,Mohammad Noman,MINOR,21/04/2026,,Open,KEEP_OPEN,April-26,
101617,NE,SHJ2214,Class C,OTHERS,PLANTATION,MANY PLANTS REMOVED OUT FROM INSIDE THE SITE YARD,Mohammad Noman,MINOR,21/04/2026,21/04/2026,Closed,CLOSED_UNIQUE,April-26,April-26
126838,NE,SHJ2216,Class C,AIR CONDITIONING,AC FILTER REPLACED,"BOTH ACU IN FILTER FOUND DUSTY, LIEBERT5 TON , NEXT PM IN NEED TO REPLACE",Jagdish Kumar Veer Chand,MINOR,30/07/2026,21/08/2026,Closed,CLOSED_UNIQUE,July-26,August-26
126839,NE,SHJ2216,Class C,AIR CONDITIONING,AC UNIT BACK COVER INSULATION,"ACU1 IN SIDE GRILL FOUND RUSTY AND BROKEN, NEED TO REPLACE LIEBERT 5TON ACU",Jagdish Kumar Veer Chand,MINOR,30/07/2026,21/08/2026,Closed,CLOSED_UNIQUE,July-26,August-26
69823,NE,SHJ2216,Class C,AIR CONDITIONING,AIR CONDITIONING - OTHERS,AC COMPRESSOR RUSTED - CLEAN AND PAINT,Hansaka Chathuranga At,MINOR,24/10/2025,24/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
126835,NE,SHJ2216,Class C,AIR CONDITIONING,OUTDOOR AC CONDENSER MOTOR FAULTY,BOTH ACU IN CONDENSOR FOUND DAMEGED,Jagdish Kumar Veer Chand,MAJOR,30/07/2026,21/08/2026,Closed,CLOSED_UNIQUE,July-26,August-26
69828,NE,SHJ2216,Class C,CIVIL,SHELTER PADLOCK HOOK IS CUT,SHELTER PADLOCK HOOK IS CUT,Hansaka Chathuranga At,MAJOR,24/10/2025,,Open,KEEP_OPEN,October-25,
126837,NE,SHJ2216,Class C,CIVIL,SHELTER ROOF REPAIR,"SHELTER FOUND RUSTY OUTDOOR & INSIDE THE SHELTER , NEED TO REPAIR",Jagdish Kumar Veer Chand,MINOR,30/07/2026,,Open,KEEP_OPEN,July-26,
69824,NE,SHJ2216,Class C,DC SYSTEM,DC SYSTEM - OTHERS,"LVD, LOW VOLT SETTING SET",Hansaka Chathuranga At,MINOR,24/10/2025,24/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
126844,NE,SHJ2216,Class C,OTHERS,GARBAGE,"SITE FOUND VRY DIRTY, DURING PM CLEANED",Jagdish Kumar Veer Chand,MINOR,30/07/2026,30/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
126842,NE,SHJ2216,Class C,SECURITY,PADLOCK BROKEN,"SHETER DOOR OCK HOOK FOUND CUT, NEED TO RECTIFY",Jagdish Kumar Veer Chand,MINOR,30/07/2026,,Open,KEEP_OPEN,July-26,
126843,NE,SHJ2216,Class C,SHELTER,INTERNAL LIGHTING BULB FAULTY,"INSIDE THE SHELTER INTERNAL 1 LIGHT NOT WORKING, CHECKED BUT TUBE LIGHT FUND BURNED, NEED TO REPLACE",Jagdish Kumar Veer Chand,MINOR,30/07/2026,21/08/2026,Closed,CLOSED_UNIQUE,July-26,August-26
126836,NE,SHJ2216,Class C,SHELTER,SHELTER - OTHERS,"SHELTER INTERIOR FOUND WATER MARK , DURING PM CLEANED MAXIMUM",Jagdish Kumar Veer Chand,MINOR,30/07/2026,30/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
69826,NE,SHJ2216,Class C,SHELTER,SITE ID DAMAGED,DU STICKER REPLACE AT SHELTER DOOR,Hansaka Chathuranga At,MINOR,24/10/2025,24/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
69827,NE,SHJ2216,Class C,TI,TI - OTHERS,"BBU FAN, SAR-X AIR FILTER CLEAN",Hansaka Chathuranga At,MINOR,24/10/2025,24/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
70618,NE,SHJ2217,Class C,AIR CONDITIONING,AIR CONDITIONING - OTHERS,AC COMPRESSOR RUSTED - CLEAN AND PAINT,Hansaka Chathuranga At,MINOR,28/10/2025,28/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
70619,NE,SHJ2217,Class C,CIVIL,CABLE TRAY DAMAGED,CABLE TRAY COVER FIX,Hansaka Chathuranga At,MINOR,28/10/2025,28/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
126846,NE,SHJ2217,Class C,CIVIL,SHELTER ROOF REPAIR,"SHELTER FOUND RUSTY, NEED TO REPAIR",Jagdish Kumar Veer Chand,MINOR,30/07/2026,,Open,KEEP_OPEN,July-26,
26274,NE,SHJ2217,Class C,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,fee sticked installed at fire extinguisher,Mohammad Asif,MINOR,06/05/2025,06/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
126847,NE,SHJ2217,Class C,OTHERS,GARBAGE,"SITE FOUND DIRTY, DURING PM CLEANED",Jagdish Kumar Veer Chand,MINOR,30/07/2026,30/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
70617,NE,SHJ2217,Class C,TI,TI - OTHERS,BBU FAN CLEAN,Hansaka Chathuranga At,MINOR,28/10/2025,28/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
22161,NE,SHJ2218,Class C,DC SYSTEM,FAN FAULTY,1 APM30 FAN NOT WORKING RECTIFYED NOW WORKING FINE,MOhammad Asif,MINOR,07/04/2025,07/04/2025,Closed,CLOSED_UNIQUE,April-25,April-25
109737,NE,SHJ2219,Class C,AIR CONDITIONING,AC GAS REFILLING,AC1 low gas refilled,Jay Puzon Tadina,MINOR,30/05/2026,30/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
109733,NE,SHJ2219,Class C,CIVIL,SHELTER BASE NEEDS REPAIRING,Shelter base support need repair,Jay Puzon Tadina,MINOR,30/05/2026,,Open,KEEP_OPEN,May-26,
109734,NE,SHJ2219,Class C,CIVIL,SHELTER ROOF REPAIR,Shelter roof rusty need repair,Jay Puzon Tadina,MINOR,30/05/2026,,Open,KEEP_OPEN,May-26,
51276,NE,SHJ2219,Class C,EXTERNAL ALARMS,NOT WORKING,FACP alarm relay faulty (fire alarm not showing when triggered),Jay Puzon Tadina,MINOR,20/08/2025,25/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
14451,NE,SHJ2219,Class C,SHELTER,SITE ID DAMAGED,DU STICKER INSTALLED,Faheem Muhammad,MINOR,11/02/2025,11/02/2025,Closed,CLOSED_UNIQUE,February-25,February-25
123868,NE,SHJ2220,Class C,DC SYSTEM,DC SYSTEM - OTHERS,ALL CABINET IS VERY DIRTY CONDITION,Nouman Ahmed,MINOR,18/07/2026,18/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
77450,NE,SHJ2221,Class C,DC SYSTEM,CONTROL PANEL DISPLAY FAULTY,VERTIV NETSURE 531 DISPLAY FAULTY,Faheem Muhammad,MAJOR,26/11/2025,10/08/2026,Closed,CLOSED_UNIQUE,November-25,August-26
129967,NE,SHJ2221,Class C,EXTERNAL ALARMS,NOT WORKING,ALL ALARM NOT REPORTING NEED TO CHECK (BATTERY FAIL & LOW VOLTAGE REPORTED),Sachin George Varghese,MINOR,10/08/2026,,Open,KEEP_OPEN,August-26,
25734,NE,SHJ2221,Class C,SHELTER,SITE ID DAMAGED,Site ID missing,Jay Puzon Tadina,MINOR,03/05/2025,03/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
67639,NE,SHJ2222,Class C,AIR CONDITIONING,AC CONTACTOR FAULTY,AC 1 CONTACTOR REPLACE,Hansaka Chathuranga At,MINOR,16/10/2025,16/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
67633,NE,SHJ2222,Class C,AIR CONDITIONING,AC UNIT BACK COVER INSULATION,AC INSULATION FIX,Hansaka Chathuranga At,MINOR,16/10/2025,16/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
67632,NE,SHJ2222,Class C,DC SYSTEM,DC SYSTEM - OTHERS,"LVD , LOW VOLT, TEMP COMP  SETTING SET",Hansaka Chathuranga At,MINOR,16/10/2025,16/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
67636,NE,SHJ2222,Class C,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,FE STICKER REPLACE,Hansaka Chathuranga At,MINOR,16/10/2025,16/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
67638,NE,SHJ2222,Class C,MDB,MDB - OTHERS,LOOSE CABLE/TERMINAL  CONNECTION FIX PROPERLY,Hansaka Chathuranga At,MINOR,16/10/2025,16/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
67630,NE,SHJ2222,Class C,OTHERS,GARBAGE,GARBAGE REMOVE FROM UNDER THE SHELTER,Hansaka Chathuranga At,MINOR,16/10/2025,16/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
22813,NE,SHJ2222,Class C,OTHERS,OTHERS,A/C CABLES HOLES CLOSED WITH FOAM SPRAY,MOhammad Asif,MINOR,12/04/2025,12/04/2025,Closed,CLOSED_UNIQUE,April-25,April-25
67631,NE,SHJ2222,Class C,TI,TI - OTHERS,"BBU FAN, SAR-X AIR FILTER CLEAN",Hansaka Chathuranga At,MINOR,16/10/2025,16/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
134158,NE,SHJ2223,Class B,BATTERY,AGED BATTERY,2G battery aged 4 string narada 200ah MFD=2 may 20,Jay Puzon Tadina,MAJOR,24/08/2026,,Open,KEEP_OPEN,August-26,
134162,NE,SHJ2223,Class B,BATTERY,BATTERY FAULTY,3G battery 2 string 100ah narada new MFD=1 jun 25 not charging need to check,Jay Puzon Tadina,MAJOR,24/08/2026,,Open,KEEP_OPEN,August-26,
75701,NE,SHJ2223,Class B,BATTERY,LOW CAPACITY,2G battery weak,Jay Puzon Tadina,MAJOR,18/11/2025,23/05/2026,Closed,CLOSED_UNIQUE,November-25,May-26
94895,NE,SHJ2223,Class B,BATTERY,TEMPERATURE SENSOR,Vertiv PS battery temp.sensor faulty(changed & configured),Jay Puzon Tadina,MAJOR,21/02/2026,21/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
109305,NE,SHJ2223,Class B,BATTERY,WEAK BATTERY,3G APM30 new battery installed not charging need to check,Jay Puzon Tadina,MAJOR,23/05/2026,24/08/2026,Closed,CLOSED_UNIQUE,May-26,August-26
134161,NE,SHJ2223,Class B,CIVIL,RRU NEEDS REPAIRING,1 RRU need to refixed in the wall,Jay Puzon Tadina,MINOR,24/08/2026,,Open,KEEP_OPEN,August-26,
13758,NE,SHJ2223,Class B,DC SYSTEM,FAN FAULTY,HUAWEI THERMO ELECTRIC FAN FALDOWN FIXED,MOhammad Asif,MINOR,05/02/2025,05/02/2025,Closed,CLOSED_UNIQUE,February-25,February-25
13757,NE,SHJ2223,Class B,SHELTER,SITE ID DAMAGED,DU ID PLACED AT HUAWEI BATTERY CABINAT,MOhammad Asif,MINOR,05/02/2025,05/02/2025,Closed,CLOSED_UNIQUE,February-25,February-25
26815,NE,SHJ2223,Class B,TI,TI - OTHERS,1PMu faulty,Jay Puzon Tadina,MINOR,09/05/2025,10/07/2025,Closed,CLOSED_UNIQUE,May-25,July-25
130868,NE,SHJ2224,Class C,CIVIL,SHELTER ROOF REPAIR,shelter roof rusty need repair,Jay Puzon Tadina,MINOR,13/08/2026,,Open,KEEP_OPEN,August-26,
34155,NE,SHJ2224,Class C,SHELTER,SHELTER - OTHERS,Roxtec not properly sealed,Jay Puzon Tadina,MINOR,13/06/2025,13/06/2025,Closed,CLOSED_UNIQUE,June-25,June-25
82477,NE,SHJ2226,Class A,AIR CONDITIONING,AC CONTACTOR FAULTY,AC 2 CONTACTOR REPLACE,Hansaka Chathuranga At,MAJOR,17/12/2025,17/12/2025,Closed,CLOSED_UNIQUE,December-25,December-25
43132,NE,SHJ2226,Class A,AIR CONDITIONING,AC FILTER REPLACED,BOTH AC FILTER REPLACE,Hansaka Chathuranga,MAJOR,21/07/2025,21/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
116912,NE,SHJ2226,Class A,AIR CONDITIONING,AC LEAKAGE,"AC 1 GAS OVER CHARGED - REDUCE GAS 85PSI TO 70 PSI, ",Hansaka Chathuranga At,MAJOR,26/06/2026,26/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
43135,NE,SHJ2226,Class A,AIR CONDITIONING,AC UNIT BACK COVER INSULATION,AC INSULATION DAMAGE- FIX,Hansaka Chathuranga,MAJOR,21/07/2025,21/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
43141,NE,SHJ2226,Class A,AIR CONDITIONING,INDOOR AC BLOWER MOTOR FAULTY,AC 1 BLOWER MOTOR FAULTY,Hansaka Chathuranga,MAJOR,21/07/2025,22/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
94050,NE,SHJ2226,Class A,BATTERY,TEMPERATURE SENSOR,OD DC SYSTEM BATTERY TEMP SENSOR INSTALL AND CONFIG,Hansaka Chathuranga At,MAJOR,18/02/2026,18/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
116911,NE,SHJ2226,Class A,BATTERY,WEAK BATTERY,"DC SYSTEM 2 -ADDITIONAL BATTERY BACKUP NEED- LOAD 90A, BBU 200Ah x 2, ",Hansaka Chathuranga At,MAJOR,26/06/2026,26/08/2026,Closed,CLOSED_UNIQUE,June-26,August-26
134930,NE,SHJ2226,Class A,CIVIL,CABLE TRAY DAMAGED,CABLE TRAY DAMAGED NEED TO REPAIR,Mohandass Paulraj,MINOR,26/08/2026,,Open,KEEP_OPEN,August-26,
134931,NE,SHJ2226,Class A,CIVIL,SHELTER ROOF REPAIR,SHELTER ROOF RUSTY NEED TO REPAIR,Mohandass Paulraj,MAJOR,26/08/2026,,Open,KEEP_OPEN,August-26,
43137,NE,SHJ2226,Class A,DC SYSTEM,DC SYSTEM - OTHERS,LVD SETTING SET,Hansaka Chathuranga,MINOR,21/07/2025,21/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
94049,NE,SHJ2226,Class A,DC SYSTEM,DC SYSTEM - OTHERS,DC SYSTEM PARAMETERS SET,Hansaka Chathuranga At,MINOR,18/02/2026,18/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
82470,NE,SHJ2226,Class A,EXTERNAL ALARMS,EXTERNAL ALARMS - OTHERS,THERMOSTAT INSTALL FOR ROOM HIGH TEMP ALARM-SHELTER 1,Hansaka Chathuranga At,MAJOR,17/12/2025,17/12/2025,Closed,CLOSED_UNIQUE,December-25,December-25
43142,NE,SHJ2226,Class A,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,FE STICKER REPLACE,Hansaka Chathuranga,MINOR,21/07/2025,21/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
134939,NE,SHJ2226,Class A,MDB,MDB - OTHERS,HAZARD STICKER PASTE,Mohandass Paulraj,MINOR,26/08/2026,26/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
43134,NE,SHJ2226,Class A,OTHERS,GARBAGE,GARBAGE REMOVE FROM UNDER THE SHELTER AND FROM INSIDE THE SHELTER,Hansaka Chathuranga,MINOR,21/07/2025,21/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
18533,NE,SHJ2226,Class A,OTHERS,OTHERS,ALL EQUPMINT CLEANED WITH Spray-Cleaning (Mr. Muscle),MOhammad Asif,MINOR,13/03/2025,13/03/2025,Closed,CLOSED_UNIQUE,March-25,March-25
43136,NE,SHJ2226,Class A,SHELTER,SHELTER - OTHERS,CABLE ACCESS HOLES CLOSE,Hansaka Chathuranga,MINOR,21/07/2025,21/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
102639,NE,SHJ2226,Class A,SHELTER,SHELTER - OTHERS,SHELTER CABLE ACCESS HOLES CLOE,Hansaka Chathuranga At,MINOR,27/04/2026,27/04/2026,Closed,CLOSED_UNIQUE,April-26,April-26
116914,NE,SHJ2226,Class A,SHELTER,SHELTER - OTHERS,"GARBAGE, CIGARETTE BUTTS , CHEWVABLE DRUGS FOUND AND REMOVE FROM SHELTER INSIDE",Hansaka Chathuranga At,MINOR,26/06/2026,26/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
134933,NE,SHJ2226,Class A,SHELTER,SITE ID DAMAGED,SITE ID REPLACED ROOF TOP MAIN ENTRANCE DOOR,Mohandass Paulraj,MINOR,26/08/2026,26/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
9773,NE,SHJ2226,Class A,TI,TI - OTHERS,2pcs RTN dummy filler missing(installed),Jay Puzon Tadina,MINOR,10/01/2025,10/01/2025,Closed,CLOSED_UNIQUE,January-25,January-25
43133,NE,SHJ2226,Class A,TI,TI - OTHERS,"RTN, BBU FAN CLEAN, IXR-R6 AIR FILTER CLEAN",Hansaka Chathuranga,MINOR,21/07/2025,21/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
43138,NE,SHJ2226,Class A,TI,TI - OTHERS,IXR-R6 UPLINK FIBER CABLE INSULATION DAMAGE,Hansaka Chathuranga,MINOR,21/07/2025,23/09/2025,Closed,CLOSED_UNIQUE,July-25,September-25
94048,NE,SHJ2226,Class A,TI,TI - OTHERS,"RTN, BBU FAN CLEAN, IXR-R6 AIR FILTER CLEAN",Hansaka Chathuranga At,MINOR,18/02/2026,18/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
48472,NE,SHJ2227,Class B,AIR CONDITIONING,AC CAPACITOR FAULTY,AC 1 CAPACITOR REPLACE,Hansaka Chathuranga,MAJOR,11/08/2025,11/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
92172,NE,SHJ2227,Class B,AIR CONDITIONING,AC CONTACTOR FAULTY,AC 2 CONTACTOR REPLACE,Hansaka Chathuranga At,MAJOR,07/02/2026,07/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
48471,NE,SHJ2227,Class B,AIR CONDITIONING,AC UNIT BACK COVER INSULATION,AC INSULATION DAMAGE- FIX,Hansaka Chathuranga,MINOR,11/08/2025,11/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
92170,NE,SHJ2227,Class B,AIR CONDITIONING,AIR CONDITIONING - OTHERS,AC SIDE GRILL DAMAGE - NO MATERIALS AT WAREHOUSE-ITEM NOT AVAILABLE IN LIST,Hansaka Chathuranga At,MINOR,07/02/2026,16/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
92171,NE,SHJ2227,Class B,BATTERY,TEMPERATURE SENSOR,BATTERY TEMP SENSOR REPLACE,Hansaka Chathuranga At,MAJOR,07/02/2026,07/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
92173,NE,SHJ2227,Class B,DC SYSTEM,DC SYSTEM - OTHERS,DC SYSTEM PARAMETERS SET,Hansaka Chathuranga At,MINOR,07/02/2026,07/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
48479,NE,SHJ2227,Class B,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,FE STICKER REPLACE,Hansaka Chathuranga,MINOR,11/08/2025,11/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
48478,NE,SHJ2227,Class B,OTHERS,GARBAGE,GARBAGE REMOVE FROM UNDER THE SHELTER,Hansaka Chathuranga,MINOR,11/08/2025,11/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
48475,NE,SHJ2227,Class B,SHELTER,SHELTER - OTHERS,ROXTEC OPEN- CLOSED,Hansaka Chathuranga,MINOR,11/08/2025,11/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
48480,NE,SHJ2227,Class B,SHELTER,SITE ID DAMAGED,DU STICKER REPLACE AT SHELTER DOOR,Hansaka Chathuranga,MINOR,11/08/2025,11/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
92174,NE,SHJ2227,Class B,TI,TI - OTHERS,"RTN, BBU FAN , SAR-X AIR FILTER CLEAN",Hansaka Chathuranga At,MINOR,07/02/2026,07/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
24942,NE,SHJ2228,Class C,SHELTER,SITE ID DAMAGED,Site ID missing,Jay Puzon Tadina,MINOR,26/04/2025,26/04/2025,Closed,CLOSED_UNIQUE,April-25,April-25
66887,NE,SHJ2229,Class C,BATTERY,TEMPERATURE SENSOR,T1 cable not installed in VERTIV PS,Naseef Abdulrahman,MAJOR,13/10/2025,17/07/2026,Closed,CLOSED_UNIQUE,October-25,July-26
25275,NE,SHJ2230,Class C,AIR CONDITIONING,AC GAS REFILLING,AC2 low gas,Jay Puzon Tadina,MINOR,28/04/2025,28/04/2025,Closed,CLOSED_UNIQUE,April-25,April-25
70606,NE,SHJ2230,Class C,AIR CONDITIONING,AC LEAKAGE,"AC 2 GAS LEAK, 0 PSI",Hansaka Chathuranga At,MAJOR,28/10/2025,03/11/2025,Closed,CLOSED_UNIQUE,October-25,November-25
70616,NE,SHJ2230,Class C,AIR CONDITIONING,AC UNIT BACK COVER INSULATION,AC BACK COVER INSULATION FIX,Hansaka Chathuranga At,MINOR,28/10/2025,28/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
126123,NE,SHJ2230,Class C,AIR CONDITIONING,AIR CONDITIONING - OTHERS,"BOTH ACU IN COMPRESSOR FOUND RUSTY, DURING PM BLACK PAINTED & CLEARED",Jagdish Kumar Veer Chand,MINOR,28/07/2026,28/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
126122,NE,SHJ2230,Class C,AIR CONDITIONING,OUTDOOR AC CONDENSER MOTOR FAULTY,BOTH ACU IN CONDENSOR FOUND DAMEGED(MINOR),Jagdish Kumar Veer Chand,MAJOR,28/07/2026,,Open,KEEP_OPEN,July-26,
